userid,age,area
27139623,13y - 15y,NCSA
148939255,31y - 40y,APAC
224737765,19y - 25y,APAC
114447625,13y - 15y,EMEA
47296055,31y - 40y,APAC
33029093,26y - 30y,APAC
86287245,26y - 30y,NCSA
68672269,++50y,EMEA
96144791,++50y,EMEA
173713735,31y - 40y,EMEA
143062096,13y - 15y,APAC
14551726,41y - 50y,NCSA
268551184,19y - 25y,NCSA
165645559,19y - 25y,EMEA
9548378,13y - 15y,NCSA
17567828,41y - 50y,NCSA
88775181,41y - 50y,EMEA
104380136,<13y,APAC
41088397,26y - 30y,APAC
305303802,19y - 25y,NCSA
63990035,41y - 50y,NCSA
61806811,26y - 30y,EMEA
229375507,31y - 40y,APAC
57415686,41y - 50y,APAC
215562325,<13y,APAC
30067217,41y - 50y,NCSA
129356429,26y - 30y,NCSA
298517436,19y - 25y,APAC
181564172,31y - 40y,APAC
197700401,31y - 40y,NCSA
55948496,19y - 25y,EMEA
33788990,++50y,EMEA
297637533,41y - 50y,APAC
83160060,41y - 50y,EMEA
75995878,26y - 30y,NCSA
273163848,++50y,EMEA
59050554,26y - 30y,NCSA
304213220,19y - 25y,NCSA
183619586,++50y,APAC
101022115,26y - 30y,NCSA
102268574,19y - 25y,EMEA
100833937,<13y,EMEA
103840115,++50y,APAC
250562791,19y - 25y,NCSA
158121917,26y - 30y,APAC
197518122,13y - 15y,NCSA
165945338,16y - 18y,NCSA
28425181,31y - 40y,APAC
113868035,16y - 18y,EMEA
196403090,26y - 30y,EMEA
71926373,16y - 18y,EMEA
83411030,41y - 50y,EMEA
188949150,13y - 15y,NCSA
128651888,++50y,APAC
271133576,31y - 40y,APAC
117657402,++50y,NCSA
283569430,41y - 50y,NCSA
156145362,16y - 18y,APAC
82352462,++50y,EMEA
90963310,<13y,EMEA
86738111,++50y,EMEA
165907900,19y - 25y,APAC
192526458,26y - 30y,NCSA
80630217,26y - 30y,NCSA
304224083,26y - 30y,APAC
120766003,26y - 30y,EMEA
142967660,41y - 50y,APAC
98479901,41y - 50y,NCSA
108771556,<13y,NCSA
9563573,41y - 50y,APAC
73981322,16y - 18y,NCSA
196113123,16y - 18y,EMEA
86310154,26y - 30y,APAC
189441775,13y - 15y,EMEA
28886158,16y - 18y,EMEA
257110911,16y - 18y,EMEA
203414979,16y - 18y,NCSA
54124359,<13y,EMEA
64849879,26y - 30y,EMEA
279464634,13y - 15y,EMEA
53245953,++50y,EMEA
136053642,19y - 25y,EMEA
46252394,<13y,EMEA
177286649,26y - 30y,EMEA
253709317,<13y,NCSA
231852874,26y - 30y,EMEA
241903800,26y - 30y,NCSA
160036273,++50y,EMEA
287778652,41y - 50y,NCSA
132286953,16y - 18y,APAC
121593653,<13y,APAC
299592766,19y - 25y,EMEA
234017477,41y - 50y,NCSA
164370352,16y - 18y,APAC
210362059,19y - 25y,EMEA
69180564,26y - 30y,NCSA
168069262,<13y,NCSA
26861985,19y - 25y,EMEA
212422375,++50y,EMEA
93345965,26y - 30y,EMEA
229022162,26y - 30y,EMEA
203401879,41y - 50y,EMEA
182737466,16y - 18y,APAC
99384490,41y - 50y,APAC
205822046,16y - 18y,EMEA
121240872,31y - 40y,APAC
266056948,19y - 25y,APAC
199298990,13y - 15y,NCSA
185079540,19y - 25y,EMEA
259665776,19y - 25y,NCSA
8949216,<13y,APAC
105277989,<13y,NCSA
241357186,<13y,EMEA
301087793,<13y,NCSA
254497372,31y - 40y,APAC
124595910,++50y,APAC
251973400,31y - 40y,APAC
249112299,31y - 40y,EMEA
175001491,16y - 18y,APAC
167291533,++50y,NCSA
67244867,16y - 18y,EMEA
301610122,19y - 25y,NCSA
199931468,13y - 15y,NCSA
166926880,41y - 50y,NCSA
178716199,13y - 15y,EMEA
129371925,26y - 30y,EMEA
164820245,31y - 40y,EMEA
240497102,26y - 30y,NCSA
157939385,++50y,APAC
143671754,13y - 15y,APAC
144412676,16y - 18y,APAC
277253312,++50y,EMEA
308760273,<13y,EMEA
254739929,31y - 40y,EMEA
284999400,41y - 50y,NCSA
221127319,19y - 25y,NCSA
89360306,26y - 30y,NCSA
296141368,13y - 15y,APAC
259420989,19y - 25y,EMEA
254952543,++50y,NCSA
200817099,41y - 50y,NCSA
253044003,<13y,NCSA
214299751,41y - 50y,APAC
145620149,++50y,NCSA
80342096,++50y,NCSA
94936385,<13y,EMEA
131061056,31y - 40y,NCSA
35355224,41y - 50y,NCSA
203211230,26y - 30y,NCSA
130553575,++50y,NCSA
184524944,13y - 15y,NCSA
197467350,26y - 30y,APAC
304539641,26y - 30y,APAC
206086186,++50y,EMEA
54761333,26y - 30y,EMEA
122212108,41y - 50y,EMEA
152948396,13y - 15y,EMEA
133547462,31y - 40y,APAC
248930355,++50y,NCSA
102257546,++50y,APAC
209238287,26y - 30y,NCSA
139763487,<13y,APAC
154316707,++50y,EMEA
86245871,31y - 40y,EMEA
12195913,<13y,NCSA
181586458,19y - 25y,APAC
192218605,++50y,EMEA
101529420,31y - 40y,APAC
45807245,16y - 18y,APAC
246660193,26y - 30y,NCSA
235946178,13y - 15y,APAC
232534914,<13y,NCSA
55763270,19y - 25y,APAC
309255941,41y - 50y,APAC
161062314,31y - 40y,NCSA
88493668,26y - 30y,APAC
282567672,26y - 30y,APAC
114846707,41y - 50y,NCSA
301935887,31y - 40y,APAC
95369808,26y - 30y,NCSA
44147409,13y - 15y,EMEA
69033837,26y - 30y,EMEA
139393793,41y - 50y,APAC
203800963,31y - 40y,APAC
171879643,<13y,NCSA
118852041,41y - 50y,EMEA
165096054,<13y,NCSA
216442661,<13y,NCSA
88352678,19y - 25y,EMEA
16084897,31y - 40y,EMEA
298306205,31y - 40y,APAC
196427977,++50y,NCSA
161063960,13y - 15y,NCSA
23609845,16y - 18y,EMEA
199717061,26y - 30y,APAC
26789885,<13y,NCSA
75738431,13y - 15y,NCSA
218089327,13y - 15y,EMEA
259301403,13y - 15y,APAC
248354453,<13y,EMEA
218914514,19y - 25y,APAC
200933731,41y - 50y,APAC
18697313,26y - 30y,APAC
3783783,41y - 50y,EMEA
70967454,19y - 25y,APAC
124003951,<13y,NCSA
262014680,<13y,NCSA
45457930,41y - 50y,NCSA
131348564,++50y,EMEA
116515230,26y - 30y,EMEA
82864983,<13y,APAC
118888110,19y - 25y,APAC
155131347,19y - 25y,EMEA
159852613,++50y,EMEA
215832158,31y - 40y,APAC
30572170,16y - 18y,EMEA
298768275,19y - 25y,APAC
110268154,<13y,APAC
246332545,26y - 30y,EMEA
154555730,26y - 30y,NCSA
199955973,16y - 18y,NCSA
183099723,41y - 50y,EMEA
190420357,31y - 40y,EMEA
167903990,13y - 15y,NCSA
190517373,31y - 40y,APAC
67633077,16y - 18y,APAC
96439660,16y - 18y,NCSA
44169472,<13y,APAC
277779002,13y - 15y,NCSA
90154893,19y - 25y,NCSA
141566597,26y - 30y,NCSA
297703228,26y - 30y,NCSA
69652738,13y - 15y,NCSA
303951866,++50y,APAC
117529891,19y - 25y,NCSA
189158075,26y - 30y,APAC
220307007,31y - 40y,APAC
55751308,31y - 40y,EMEA
176096951,++50y,EMEA
297246490,++50y,NCSA
124330988,26y - 30y,EMEA
208372342,41y - 50y,APAC
230016618,16y - 18y,APAC
210046841,++50y,APAC
160058529,16y - 18y,EMEA
157362930,26y - 30y,APAC
76027799,26y - 30y,APAC
113820072,16y - 18y,EMEA
194678830,<13y,APAC
216924034,41y - 50y,APAC
141012357,++50y,NCSA
192341303,++50y,APAC
20704366,26y - 30y,NCSA
60227446,19y - 25y,APAC
299025375,31y - 40y,EMEA
25822628,16y - 18y,EMEA
105517470,16y - 18y,APAC
181262663,++50y,NCSA
101695880,16y - 18y,APAC
99110207,++50y,NCSA
48798067,++50y,NCSA
122471552,31y - 40y,EMEA
304788598,13y - 15y,EMEA
126063949,19y - 25y,NCSA
276073724,<13y,EMEA
74270476,16y - 18y,EMEA
91567150,++50y,APAC
79626460,16y - 18y,NCSA
298367684,13y - 15y,EMEA
205253661,31y - 40y,NCSA
115375178,++50y,NCSA
300729671,19y - 25y,EMEA
21683270,19y - 25y,EMEA
48492052,26y - 30y,APAC
273082868,13y - 15y,NCSA
215334587,26y - 30y,NCSA
161139120,13y - 15y,EMEA
193196975,31y - 40y,EMEA
90857581,++50y,APAC
187115070,31y - 40y,APAC
200321746,++50y,NCSA
148413660,<13y,NCSA
77261379,13y - 15y,EMEA
63831340,31y - 40y,APAC
205829374,16y - 18y,EMEA
82203951,++50y,APAC
277782286,19y - 25y,NCSA
3450426,++50y,EMEA
105511340,13y - 15y,EMEA
184385867,13y - 15y,APAC
257518188,16y - 18y,NCSA
69729762,31y - 40y,EMEA
62990992,++50y,EMEA
106054679,++50y,APAC
31944667,41y - 50y,NCSA
65962952,26y - 30y,NCSA
109780632,26y - 30y,APAC
173447731,<13y,NCSA
250955812,++50y,APAC
56157984,++50y,APAC
218478781,16y - 18y,EMEA
279316312,16y - 18y,APAC
133228469,19y - 25y,APAC
179279152,16y - 18y,EMEA
57782416,41y - 50y,APAC
290542222,++50y,APAC
251920440,31y - 40y,APAC
204702638,26y - 30y,APAC
207186541,26y - 30y,EMEA
239138885,13y - 15y,EMEA
245046657,13y - 15y,EMEA
260057593,19y - 25y,NCSA
151817681,16y - 18y,NCSA
96648859,26y - 30y,APAC
104235320,31y - 40y,NCSA
254924405,19y - 25y,APAC
205424925,13y - 15y,APAC
89564754,31y - 40y,NCSA
53122638,19y - 25y,APAC
21316693,<13y,APAC
286657812,31y - 40y,EMEA
102540721,++50y,NCSA
307639284,16y - 18y,APAC
186213909,19y - 25y,EMEA
153390095,16y - 18y,NCSA
235290543,41y - 50y,EMEA
298516674,41y - 50y,NCSA
176103650,13y - 15y,EMEA
199466958,26y - 30y,APAC
136291039,16y - 18y,NCSA
297108494,16y - 18y,APAC
167184744,31y - 40y,EMEA
68828361,++50y,EMEA
298236235,++50y,APAC
116338192,16y - 18y,APAC
266799152,41y - 50y,APAC
194506370,26y - 30y,EMEA
259403281,26y - 30y,NCSA
39322716,<13y,APAC
28113724,++50y,NCSA
286511722,26y - 30y,NCSA
118991581,16y - 18y,APAC
127218796,26y - 30y,EMEA
148264060,31y - 40y,NCSA
195436818,13y - 15y,APAC
43551909,19y - 25y,NCSA
202921867,13y - 15y,APAC
169937489,16y - 18y,NCSA
239021889,26y - 30y,NCSA
284165884,41y - 50y,APAC
250429853,13y - 15y,APAC
40280688,16y - 18y,APAC
245078207,16y - 18y,NCSA
302742986,19y - 25y,APAC
10302000,26y - 30y,APAC
248235621,<13y,APAC
293349681,13y - 15y,NCSA
198309472,16y - 18y,NCSA
68952161,<13y,NCSA
111498455,16y - 18y,APAC
152929009,31y - 40y,NCSA
116437770,++50y,EMEA
167749301,19y - 25y,EMEA
159077305,16y - 18y,EMEA
285085570,++50y,EMEA
242694628,13y - 15y,NCSA
198744602,26y - 30y,NCSA
184250682,19y - 25y,APAC
293244157,31y - 40y,EMEA
298182105,19y - 25y,EMEA
192645567,31y - 40y,APAC
230944154,31y - 40y,APAC
80799336,19y - 25y,EMEA
31124692,<13y,EMEA
222050169,31y - 40y,APAC
113196318,13y - 15y,APAC
156343742,++50y,EMEA
146841726,31y - 40y,EMEA
146762928,16y - 18y,EMEA
226428439,13y - 15y,EMEA
179518925,16y - 18y,APAC
99484728,19y - 25y,NCSA
273069628,26y - 30y,APAC
210114509,19y - 25y,EMEA
140223606,19y - 25y,APAC
204742217,<13y,NCSA
222986054,26y - 30y,EMEA
52181854,26y - 30y,EMEA
296449198,41y - 50y,NCSA
155858528,26y - 30y,APAC
267235316,++50y,NCSA
192201048,13y - 15y,NCSA
190074593,31y - 40y,APAC
152078939,26y - 30y,APAC
217734723,++50y,NCSA
258648395,26y - 30y,NCSA
68173628,19y - 25y,APAC
28229872,13y - 15y,NCSA
218844731,13y - 15y,NCSA
295693261,26y - 30y,EMEA
5307960,16y - 18y,APAC
115637271,31y - 40y,APAC
74126541,41y - 50y,EMEA
127058155,++50y,NCSA
287613958,41y - 50y,EMEA
76892907,13y - 15y,NCSA
300449823,<13y,NCSA
106333903,13y - 15y,NCSA
276820640,41y - 50y,APAC
112566632,16y - 18y,APAC
124975432,41y - 50y,EMEA
214805425,16y - 18y,NCSA
118433250,++50y,NCSA
282599048,19y - 25y,NCSA
115487966,13y - 15y,APAC
188425099,16y - 18y,NCSA
137951076,13y - 15y,NCSA
295981434,16y - 18y,APAC
94862562,<13y,APAC
249550615,++50y,APAC
276520060,13y - 15y,APAC
23072560,16y - 18y,EMEA
218600642,19y - 25y,NCSA
125875677,19y - 25y,EMEA
227901139,26y - 30y,APAC
29268335,++50y,EMEA
307998745,13y - 15y,NCSA
199236587,19y - 25y,APAC
52583581,13y - 15y,EMEA
144731554,26y - 30y,APAC
65754991,41y - 50y,NCSA
113546110,19y - 25y,APAC
286394356,19y - 25y,EMEA
176811312,31y - 40y,NCSA
79865632,13y - 15y,APAC
76047408,16y - 18y,EMEA
86779877,13y - 15y,NCSA
197656011,<13y,APAC
109486584,13y - 15y,NCSA
219095735,<13y,APAC
192609869,++50y,EMEA
73017395,13y - 15y,NCSA
280363186,19y - 25y,APAC
108454875,26y - 30y,APAC
192052864,<13y,APAC
236182162,19y - 25y,EMEA
31425362,19y - 25y,NCSA
297136903,26y - 30y,APAC
248754096,31y - 40y,NCSA
44321815,16y - 18y,NCSA
108714391,<13y,NCSA
208680317,13y - 15y,APAC
156639838,41y - 50y,APAC
293693492,13y - 15y,EMEA
158693714,13y - 15y,NCSA
87753149,++50y,EMEA
188699277,16y - 18y,NCSA
220157121,31y - 40y,NCSA
10450544,++50y,EMEA
178098476,31y - 40y,APAC
113835971,19y - 25y,APAC
290864164,26y - 30y,EMEA
187807630,19y - 25y,APAC
235105105,19y - 25y,EMEA
65173746,41y - 50y,NCSA
122452753,41y - 50y,EMEA
135690828,26y - 30y,NCSA
129862640,41y - 50y,APAC
108327674,31y - 40y,EMEA
79211079,19y - 25y,APAC
66215101,<13y,EMEA
199709157,31y - 40y,APAC
100916842,26y - 30y,NCSA
36557643,19y - 25y,APAC
176021276,++50y,APAC
293364588,13y - 15y,APAC
197385611,26y - 30y,EMEA
153828204,19y - 25y,EMEA
4603800,26y - 30y,EMEA
126231245,13y - 15y,EMEA
46028967,26y - 30y,NCSA
89618826,<13y,NCSA
303615424,26y - 30y,APAC
158866144,31y - 40y,EMEA
206510641,<13y,NCSA
102539470,16y - 18y,EMEA
121481890,++50y,APAC
103705957,26y - 30y,APAC
58431944,31y - 40y,APAC
47332601,31y - 40y,NCSA
149386510,41y - 50y,EMEA
208464394,31y - 40y,EMEA
64023574,31y - 40y,APAC
68532738,41y - 50y,APAC
259325175,++50y,NCSA
89856899,26y - 30y,EMEA
204412693,13y - 15y,NCSA
180063157,26y - 30y,EMEA
280609756,13y - 15y,APAC
36288200,31y - 40y,EMEA
206494852,31y - 40y,APAC
241929529,26y - 30y,APAC
255027745,<13y,APAC
70591968,<13y,EMEA
234348805,31y - 40y,EMEA
156748261,16y - 18y,NCSA
187966424,<13y,EMEA
50572608,41y - 50y,EMEA
80239919,13y - 15y,NCSA
161504500,26y - 30y,APAC
199647568,<13y,EMEA
186762233,13y - 15y,APAC
168082750,++50y,NCSA
308165484,++50y,EMEA
182280948,19y - 25y,NCSA
207515194,<13y,NCSA
90711776,31y - 40y,NCSA
130941814,<13y,APAC
3614782,16y - 18y,APAC
29537499,41y - 50y,NCSA
34863766,26y - 30y,NCSA
173469318,31y - 40y,NCSA
129762577,++50y,NCSA
114736887,26y - 30y,EMEA
220640317,13y - 15y,EMEA
295885446,31y - 40y,EMEA
205633955,13y - 15y,APAC
59818635,26y - 30y,APAC
232947963,41y - 50y,APAC
59159042,13y - 15y,APAC
203133963,31y - 40y,EMEA
101719689,26y - 30y,NCSA
49718752,++50y,EMEA
64158475,31y - 40y,EMEA
101212067,++50y,EMEA
125508547,41y - 50y,NCSA
129724065,++50y,EMEA
253121356,26y - 30y,APAC
64261708,13y - 15y,NCSA
36775354,26y - 30y,NCSA
85395339,<13y,APAC
209340839,13y - 15y,APAC
108484523,16y - 18y,EMEA
248757796,41y - 50y,EMEA
35227774,41y - 50y,EMEA
167118460,31y - 40y,EMEA
80154824,26y - 30y,APAC
112677705,<13y,NCSA
9740704,16y - 18y,EMEA
207365563,13y - 15y,EMEA
264496864,13y - 15y,APAC
242112520,41y - 50y,APAC
165877735,19y - 25y,EMEA
240278903,19y - 25y,NCSA
209120214,16y - 18y,APAC
121137382,++50y,EMEA
159377740,<13y,EMEA
200059104,++50y,APAC
307729778,13y - 15y,EMEA
250492644,13y - 15y,APAC
156733822,13y - 15y,APAC
278757028,41y - 50y,APAC
165210999,<13y,APAC
246386712,19y - 25y,NCSA
52203520,++50y,NCSA
116515529,16y - 18y,NCSA
129128224,13y - 15y,NCSA
129743598,26y - 30y,APAC
276555062,<13y,EMEA
68017342,19y - 25y,APAC
151724188,26y - 30y,EMEA
19696244,13y - 15y,APAC
207424334,13y - 15y,EMEA
112999066,++50y,APAC
223614273,31y - 40y,EMEA
186126772,++50y,NCSA
177446373,13y - 15y,NCSA
48395915,++50y,APAC
188615226,<13y,NCSA
160461131,41y - 50y,APAC
161964288,16y - 18y,NCSA
280567820,19y - 25y,EMEA
270228556,<13y,EMEA
270341392,31y - 40y,EMEA
250375228,31y - 40y,NCSA
27770064,13y - 15y,EMEA
306636026,13y - 15y,NCSA
25827559,16y - 18y,EMEA
198398830,19y - 25y,NCSA
281041560,++50y,EMEA
186273988,++50y,APAC
86612326,13y - 15y,EMEA
46405162,<13y,APAC
79163006,<13y,APAC
174716026,16y - 18y,EMEA
122319388,13y - 15y,EMEA
135338821,19y - 25y,EMEA
258381465,16y - 18y,EMEA
189344955,41y - 50y,EMEA
169815221,41y - 50y,NCSA
165382705,19y - 25y,EMEA
226354893,31y - 40y,APAC
82385352,++50y,NCSA
282502466,13y - 15y,NCSA
186452037,31y - 40y,EMEA
181638799,19y - 25y,EMEA
247741393,++50y,EMEA
32415191,41y - 50y,EMEA
92250668,19y - 25y,APAC
251285557,31y - 40y,APAC
143669519,41y - 50y,NCSA
124400480,26y - 30y,NCSA
278136010,41y - 50y,EMEA
145890520,19y - 25y,APAC
239511574,++50y,NCSA
75515543,16y - 18y,NCSA
115249917,++50y,NCSA
185435886,16y - 18y,NCSA
305037794,41y - 50y,APAC
188266554,++50y,APAC
125249652,19y - 25y,EMEA
20557028,++50y,APAC
105934631,13y - 15y,APAC
303467308,19y - 25y,NCSA
201275304,++50y,APAC
64778733,13y - 15y,EMEA
308851621,31y - 40y,APAC
218448119,31y - 40y,APAC
114912926,16y - 18y,EMEA
298071662,16y - 18y,EMEA
161408431,19y - 25y,NCSA
94751685,++50y,NCSA
274624060,31y - 40y,APAC
179560117,31y - 40y,EMEA
140492549,<13y,EMEA
254565281,<13y,APAC
115996656,26y - 30y,NCSA
190861612,26y - 30y,NCSA
36757524,<13y,NCSA
224586627,31y - 40y,NCSA
176810372,31y - 40y,EMEA
251656719,41y - 50y,NCSA
63895034,41y - 50y,EMEA
88152309,++50y,APAC
164663996,13y - 15y,EMEA
78765966,31y - 40y,NCSA
23241240,++50y,EMEA
300305800,31y - 40y,NCSA
298507313,31y - 40y,APAC
166048025,31y - 40y,EMEA
208140106,26y - 30y,NCSA
249643192,26y - 30y,EMEA
293714386,31y - 40y,EMEA
92010366,41y - 50y,APAC
250414887,31y - 40y,NCSA
176453461,41y - 50y,EMEA
197057442,++50y,NCSA
205549354,<13y,EMEA
263454788,19y - 25y,APAC
282896672,41y - 50y,APAC
255892249,<13y,NCSA
53324742,19y - 25y,NCSA
218608613,41y - 50y,EMEA
153772705,19y - 25y,EMEA
97250159,19y - 25y,APAC
204679729,16y - 18y,APAC
83746733,26y - 30y,APAC
48921893,19y - 25y,EMEA
26593066,31y - 40y,APAC
40837142,41y - 50y,APAC
157047851,16y - 18y,NCSA
72471210,13y - 15y,NCSA
107488920,<13y,NCSA
139873696,26y - 30y,NCSA
159865370,31y - 40y,APAC
57424113,19y - 25y,APAC
186323628,16y - 18y,APAC
132748085,19y - 25y,NCSA
192170147,41y - 50y,NCSA
146704328,31y - 40y,APAC
86620865,19y - 25y,APAC
113580708,41y - 50y,EMEA
249779815,<13y,EMEA
108435168,31y - 40y,NCSA
308406683,41y - 50y,EMEA
93350571,16y - 18y,APAC
131912265,++50y,NCSA
120448027,13y - 15y,EMEA
281552962,41y - 50y,NCSA
21580713,13y - 15y,EMEA
256297825,<13y,APAC
31063925,16y - 18y,EMEA
207510132,13y - 15y,NCSA
193029586,19y - 25y,APAC
99374297,19y - 25y,EMEA
61779218,16y - 18y,EMEA
109592594,26y - 30y,NCSA
234064650,41y - 50y,NCSA
74989665,41y - 50y,APAC
128792215,++50y,EMEA
302437973,19y - 25y,APAC
58967365,16y - 18y,EMEA
293231906,13y - 15y,EMEA
197070285,41y - 50y,EMEA
195946569,<13y,EMEA
49228258,16y - 18y,EMEA
12423315,++50y,EMEA
138279635,<13y,NCSA
90033155,16y - 18y,APAC
161540905,41y - 50y,EMEA
214019307,26y - 30y,NCSA
94690173,++50y,EMEA
140337149,19y - 25y,NCSA
197190654,16y - 18y,EMEA
36349097,++50y,NCSA
199423036,26y - 30y,EMEA
44755776,++50y,NCSA
160055758,26y - 30y,NCSA
11504910,31y - 40y,APAC
232027326,13y - 15y,EMEA
225178605,<13y,EMEA
72555195,41y - 50y,APAC
157104680,<13y,APAC
247828143,41y - 50y,APAC
183490713,++50y,EMEA
155752052,41y - 50y,NCSA
108011380,31y - 40y,NCSA
254196196,41y - 50y,NCSA
92612763,26y - 30y,APAC
210018093,41y - 50y,EMEA
160649706,13y - 15y,APAC
230321601,19y - 25y,APAC
194800299,41y - 50y,APAC
115167911,13y - 15y,EMEA
17556127,++50y,NCSA
244936819,++50y,APAC
288385496,13y - 15y,APAC
194432540,19y - 25y,NCSA
190721470,++50y,APAC
217968557,<13y,NCSA
217539381,13y - 15y,APAC
260813316,19y - 25y,EMEA
73754563,16y - 18y,NCSA
198584696,<13y,NCSA
111182405,<13y,APAC
23432272,31y - 40y,NCSA
289759310,<13y,EMEA
186344581,19y - 25y,NCSA
168754318,13y - 15y,NCSA
146979551,26y - 30y,NCSA
284934852,41y - 50y,NCSA
256216485,++50y,EMEA
121199670,19y - 25y,NCSA
94865453,41y - 50y,EMEA
39028341,19y - 25y,EMEA
300757930,<13y,EMEA
147795278,++50y,APAC
94231294,13y - 15y,EMEA
199013605,41y - 50y,NCSA
123423051,31y - 40y,EMEA
158447093,16y - 18y,NCSA
38523044,++50y,EMEA
166899607,26y - 30y,APAC
192031349,31y - 40y,EMEA
308327488,16y - 18y,NCSA
215022297,<13y,NCSA
171846037,16y - 18y,EMEA
298666122,16y - 18y,NCSA
238169854,++50y,APAC
70737757,19y - 25y,APAC
45532207,41y - 50y,EMEA
137075650,16y - 18y,EMEA
239318205,19y - 25y,EMEA
184493955,13y - 15y,EMEA
262814808,31y - 40y,NCSA
214281367,13y - 15y,NCSA
191979928,19y - 25y,EMEA
299037840,31y - 40y,APAC
49624770,13y - 15y,EMEA
49629862,31y - 40y,APAC
159371621,16y - 18y,APAC
308468736,41y - 50y,APAC
37468189,26y - 30y,NCSA
152956403,++50y,NCSA
89524281,41y - 50y,APAC
211899679,31y - 40y,NCSA
29753085,41y - 50y,NCSA
101240143,41y - 50y,APAC
184568310,<13y,NCSA
119937035,13y - 15y,NCSA
53296539,16y - 18y,APAC
63454504,19y - 25y,EMEA
309903146,<13y,EMEA
243077634,26y - 30y,NCSA
124725852,16y - 18y,NCSA
154940949,41y - 50y,NCSA
231026651,31y - 40y,EMEA
216217925,16y - 18y,EMEA
155071993,41y - 50y,APAC
73521885,<13y,EMEA
182592900,26y - 30y,EMEA
69821151,<13y,NCSA
148528469,++50y,APAC
104900462,16y - 18y,EMEA
201023624,26y - 30y,EMEA
290225336,13y - 15y,NCSA
150903970,13y - 15y,NCSA
204147089,<13y,NCSA
190628198,<13y,APAC
26808868,++50y,EMEA
242351732,31y - 40y,APAC
149150848,<13y,APAC
110209964,19y - 25y,NCSA
65341706,31y - 40y,EMEA
174342589,16y - 18y,EMEA
230028994,<13y,APAC
41846650,<13y,APAC
42198457,41y - 50y,EMEA
130758906,++50y,EMEA
244480793,<13y,EMEA
18500119,16y - 18y,APAC
10599862,26y - 30y,APAC
231805700,26y - 30y,APAC
260376156,16y - 18y,EMEA
250238131,31y - 40y,NCSA
229405602,<13y,EMEA
146796532,16y - 18y,EMEA
149711127,26y - 30y,EMEA
120725512,19y - 25y,NCSA
162735255,13y - 15y,APAC
244992231,16y - 18y,NCSA
30588978,31y - 40y,EMEA
119556235,13y - 15y,EMEA
304395604,31y - 40y,APAC
170275839,19y - 25y,EMEA
152567497,26y - 30y,EMEA
84371132,<13y,EMEA
220306050,++50y,NCSA
64027842,<13y,NCSA
78969820,13y - 15y,NCSA
239348249,26y - 30y,NCSA
188713427,41y - 50y,NCSA
179001573,31y - 40y,EMEA
128335681,16y - 18y,NCSA
243808511,41y - 50y,EMEA
154330480,26y - 30y,NCSA
88579585,16y - 18y,EMEA
110226344,31y - 40y,APAC
145027235,41y - 50y,EMEA
73435399,13y - 15y,NCSA
96536935,16y - 18y,NCSA
70915652,13y - 15y,NCSA
38436635,26y - 30y,NCSA
210190607,++50y,NCSA
239937501,++50y,EMEA
88100014,++50y,APAC
137732181,<13y,APAC
28236623,13y - 15y,EMEA
264047092,19y - 25y,EMEA
159812802,41y - 50y,APAC
300759788,<13y,NCSA
192109670,26y - 30y,EMEA
184576164,<13y,EMEA
235358002,19y - 25y,APAC
63539914,31y - 40y,APAC
8817922,26y - 30y,NCSA
224352019,<13y,EMEA
126718281,16y - 18y,NCSA
55691331,31y - 40y,NCSA
122620165,19y - 25y,APAC
80988171,13y - 15y,APAC
166547657,16y - 18y,APAC
60236480,<13y,EMEA
227844450,31y - 40y,APAC
149233338,13y - 15y,APAC
197987776,31y - 40y,APAC
189020294,31y - 40y,EMEA
39911920,26y - 30y,APAC
67341526,<13y,NCSA
157906181,16y - 18y,APAC
176967288,<13y,APAC
40051659,41y - 50y,NCSA
29052354,26y - 30y,EMEA
98848653,31y - 40y,EMEA
208467850,31y - 40y,NCSA
230031062,++50y,NCSA
55672384,26y - 30y,NCSA
126992940,<13y,APAC
112376397,19y - 25y,NCSA
172386568,26y - 30y,NCSA
144652370,16y - 18y,APAC
109446190,26y - 30y,NCSA
137623071,19y - 25y,EMEA
157003504,++50y,NCSA
122956129,26y - 30y,APAC
197876733,26y - 30y,APAC
234785523,31y - 40y,EMEA
212790797,++50y,NCSA
37727952,19y - 25y,APAC
257200017,++50y,EMEA
242985754,19y - 25y,EMEA
62885387,13y - 15y,NCSA
93203004,26y - 30y,NCSA
135244036,<13y,NCSA
166234554,++50y,EMEA
115109218,++50y,APAC
222042345,<13y,NCSA
50888871,<13y,NCSA
270356700,31y - 40y,EMEA
51941260,26y - 30y,NCSA
14962163,19y - 25y,EMEA
85136214,31y - 40y,APAC
44153929,16y - 18y,EMEA
40080833,41y - 50y,APAC
21539893,26y - 30y,APAC
211363681,31y - 40y,EMEA
122162211,++50y,EMEA
143006890,++50y,APAC
308178753,<13y,NCSA
100359523,16y - 18y,EMEA
157141574,<13y,EMEA
76170931,26y - 30y,NCSA
176024097,16y - 18y,NCSA
280317702,13y - 15y,APAC
76451157,13y - 15y,APAC
101777615,<13y,EMEA
210961590,26y - 30y,EMEA
112547463,13y - 15y,NCSA
126796140,<13y,APAC
53509003,++50y,EMEA
4812175,<13y,EMEA
124810250,31y - 40y,APAC
198901867,<13y,NCSA
84079486,41y - 50y,APAC
135929781,13y - 15y,EMEA
170535102,19y - 25y,NCSA
147764275,16y - 18y,EMEA
56014527,<13y,EMEA
